FCC Solwezi  Monday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,FCC Solwezi  Monday
21:00  -  21:14,82282381,North-Western,Solwezi,Rural,Male,1,None,AB,Some university,Other Christian,Self employed,AB,"K 3,891  -  K 4,627",Yes,25 – 34,"6:00  -  6:14,13:00  -  13:14,13:15  -  13:29,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
6:00  -  6:14,82282381,North-Western,Solwezi,Rural,Male,1,None,AB,Some university,Other Christian,Self employed,AB,"K 3,891  -  K 4,627",Yes,25 – 34,"6:00  -  6:14,13:00  -  13:14,13:15  -  13:29,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
6:30  -  6:44,82287753,North-Western,Solwezi,Rural,Male,1,None,C1,Completed high School,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44"
6:15  -  6:29,82287753,North-Western,Solwezi,Rural,Male,1,None,C1,Completed high School,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44"
6:00  -  6:14,82287753,North-Western,Solwezi,Rural,Male,1,None,C1,Completed high School,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44"
20:30  -  20:44,82308330,North-Western,Solwezi,Rural,Male,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Under K 849,Yes,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
20:00  -  20:14,82308330,North-Western,Solwezi,Rural,Male,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Under K 849,Yes,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
20:15  -  20:29,82308330,North-Western,Solwezi,Rural,Male,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Under K 849,Yes,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
20:45  -  20:59,82308330,North-Western,Solwezi,Rural,Male,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Under K 849,Yes,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
18:15  -  18:29,82380260,North-Western,Solwezi,Rural,Male,3,None,D,Some high school,Other Christian,A subsistence farmer/fisherman,D,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,13:00  -  13:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
18:00  -  18:14,82380260,North-Western,Solwezi,Rural,Male,3,None,D,Some high school,Other Christian,A subsistence farmer/fisherman,D,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,13:00  -  13:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
6:15  -  6:29,82380260,North-Western,Solwezi,Rural,Male,3,None,D,Some high school,Other Christian,A subsistence farmer/fisherman,D,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,13:00  -  13:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
18:30  -  18:44,82380260,North-Western,Solwezi,Rural,Male,3,None,D,Some high school,Other Christian,A subsistence farmer/fisherman,D,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,13:00  -  13:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
19:15  -  19:29,82380260,North-Western,Solwezi,Rural,Male,3,None,D,Some high school,Other Christian,A subsistence farmer/fisherman,D,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,13:00  -  13:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
13:00  -  13:14,82380260,North-Western,Solwezi,Rural,Male,3,None,D,Some high school,Other Christian,A subsistence farmer/fisherman,D,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,13:00  -  13:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
19:00  -  19:14,82380260,North-Western,Solwezi,Rural,Male,3,None,D,Some high school,Other Christian,A subsistence farmer/fisherman,D,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,13:00  -  13:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
18:45  -  18:59,82380260,North-Western,Solwezi,Rural,Male,3,None,D,Some high school,Other Christian,A subsistence farmer/fisherman,D,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,13:00  -  13:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
6:00  -  6:14,82380260,North-Western,Solwezi,Rural,Male,3,None,D,Some high school,Other Christian,A subsistence farmer/fisherman,D,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,13:00  -  13:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
